document_id,paragraph_id,doc_str,term_count
02_004_12c_023,8,heart pound calm,2
02_004_12c_023,9,super slow way like see student redirect say look text questions student intern student duh first line student intern student,23
02_004_12c_023,10,time repeat sorry,3
02_004_12c_023,11,student student intern first line like ask student help find right answer bring paragraph find find number heart falsified results worried find intern find real number paragraph find fine coaching sessions let make sure text evidence way follow great find different paragraph figure correct answer righty,42
02_004_12c_025,1,um thank lot strengths something work think,6
02_004_12c_025,2,first questions little wonky issues end students topic center stuff main character main character way oh spy stuff take conversation learning part end allow talk,17
02_004_12c_025,3,address thing strong first question response like let look text evidence let talk text evidence evidence text important know responses text evidence first response nervous like connect heart nervous feeling strength let take second talk students give answer think students respond,48
02_004_12c_025,4,student intern truthful result inquisitive mind elevate part noticing know good word noticing buttons elevator,9
02_004_12c_025,5,sorry move minutes fast student intern part expect student text give areas student intern smart able tell know cover student intern lie find fact student intern kind inquisitive mind things text student intern kind kind step inference heart pounding nervous themes jump apply inquisitive mind thing jobs entail curious mind observant reporter spy observant curious answers appropriate answers paragraph lied lie detector results lie give lots good text evidence direct new student intern kind question help realize student intern like pair direct,86
02_004_12c_025,6,say let look paragraph,7
02_004_12c_025,7,students opportunity look paragraph read fine want read say check clarify ask like look text paragraph use text evidence kind right time student time make sure text evidence find text evidence give little bit thinking,50
02_004_12c_026,1,go,0
02_004_12c_026,2,fun age group high schoolers little kids little bit animated like dog lame,9
02_004_12c_026,3,little kids like celebrate tone kids great energy amazing best like ask st ask questions get input thing work though kind questions like something text analysis thing students give text evidence text evidence great way ensure thinking process solid see thinking claim response claim nervous,42
02_004_12c_026,4,head say think like evidence back say happy something feeling,11
02_004_12c_026,5,something nervous push text,3
02_004_12c_026,7,evidence text,3
02_004_12c_026,9,make sure put chat,4
02_004_12c_026,11,nervous response evidence text tell job tell text inference let practice,16
02_004_12c_026,13,let practice student teacher,7
02_004_12c_026,15,ask likely feeling lie detector results answer student give textual evidence first,17
02_004_12c_026,16,sorry,1
02_004_12c_026,17,bad,1
02_004_12c_026,18,likely feel lie detector results,9
02_004_12c_026,19,nervous,1
02_004_12c_026,20,word lot text,3
02_004_12c_026,21,paragraph heart chest think scared nervous,7
02_004_12c_026,22,good point line text nervous,6
02_004_12c_026,23,paragraph know cover student intern lie think nervous lie get lie,15
02_004_12c_026,24,perfect text evidence,4
02_004_12c_026,25,perfect great job term text evidence response great job text evidence practice time practice second scenario chance scenario beginning questions,27
02_004_12c_026,26,sim question work way,3
02_004_12c_026,27,yep,1
02_004_12c_026,28,good go,1
02_004_12c_028,2,right kind virtual thing kind kind feels kind strange lot one beginning summer summer,10
02_004_12c_028,3,classroom norms ones intense today tone students kids tone personality life great job second thing great students textual evidence give textual evidence example bat nervous nervous passage anything think anything show nervous go passage find textual evidence new job passsage show evidence great job get textual evidence great skill push students today work focus students incorrect answer students incorrect answer let start ideas teachers experience teacher teachers students,79
02_004_12c_028,4,way kind ask explain answer catch mistake strategy answer ask class write board student class part say part part part kind spot part disagreement kind discussion strategy,23
02_004_12c_028,5,strategy student student answer wrong answer answer one point purposes today's simulation model student time scaffold student use example look new job response teacher let go put chat follow kind response teacher thank evidence text tell great continue skill evidence text tell give wrong textual evidence direct say read paragraph learn read paragraph aha moment read answer student text find answer different,77
02_004_12c_028,6,student able spot mistake case detail notes know actual classroom something know familiar kind presenting sense able see mistake kind moment,16
02_004_12c_028,7,aha moment key teacher classroom repeat answer great let everybody stand simulations point let practice teacher student question likely feeling lie detector results teacher ask question,35
02_004_12c_028,8,think feels light detector test,5
02_004_12c_028,9,question right ready go give question,5
02_004_12c_028,10,feel think feels lie detector test end passage,10
